TYPE,SUBJECT,START_DT,END_DT,OWNER_ID,REG_DT,COMP_DT,STATUS,PLANT,CAR_MAKER,PROJECT,M_CODE,Process,POINT_OUT,ROOT_CAUSE_ANALYSIS,COUNTER_MEASURE,URL
Project,2026-Ford-P702-01,2026-03-03,2026-03-03,20200228,2026-03-03,2026-04-03,Complete,KP,Ford,P702,1024247,Cutting,Belt cutting angle 디지털 측정 각도기로 정확히 측정이 되지 않음,실제 관리 방법 대비 CP 업데이트 필요,CP 업데이트,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4C15E3EC57405136E0633C071FCA84A4
Project,2026-HMC-CN8-01,2026-03-03,2026-03-03,20200228,2026-03-03,2026-04-03,Complete,KP,HMC,CN8,1035421,Inspection,승인품 측정치 vs Spec 중앙치가 아닌 부분 별도 공유 요청,PRAT 기준 대비 상한 내용 공유 완료,기준 변경 가능 여부 검토,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4C15A02494614B50E0633C071FCA2514
System,2026-HMC-01,2026-03-27,2026-03-27,21300315,2026-02-23,2026-04-17,Complete,MP,HMC,-,-,System,5 Star Award,-,-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7DFB2C4804E630E0633C071FCAD6AF
Project,2026-BMW-G70-01,2026-03-24,2026-03-26,21300315,2026-02-23,2026-04-17,Complete,MP,BMW,G70,1037871,Mixing,BMW Quality requirement prohibit usage of paper tags in Mixing,Paper label still use on A Stepmaterials,-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7E0D517697E59AE0633C071FCA5376
Project,2026-BMW-G70-01,2026-03-24,2026-03-26,21300315,2026-02-23,2026-04-17,Complete,MP,BMW,G70,1037871,Mixing,The automatic Q chemical packaging machine not 100% applied on production,"Mixing process, Q chemical manual dosing should eliminated.",-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7E0D517697E59AE0633C071FCA5376
Project,2026-BMW-G70-01,2026-03-24,2026-03-26,21300315,2026-02-23,2026-04-17,Complete,MP,BMW,G70,1037871,Mixing,Improvement of chemical identification neccessary.,"The offline chemical dosing the poke-yoke method not adequate, still chance to do mistake by the Opeator.",-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7E0D517697E59AE0633C071FCA5376
Project,2026-BMW-G70-01,2026-03-24,2026-03-26,21300315,2026-02-23,2026-04-17,Complete,MP,BMW,G70,1037871,Mixing,Batch Inspection : The automatic way eliminate the Human error.,"Batch Inspection, Manual releasing of compaunds currently, automatic way prefered.",-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7E0D517697E59AE0633C071FCA5376
Project,2026-BMW-G70-01,2026-03-24,2026-03-26,21300315,2026-02-23,2026-04-17,Complete,MP,BMW,G70,1037871,Extrusion,Camera system will identify the color lines properness. Investment on going 2nd half of 2026 investment execution planned.,Tread color line identification at the Extrusion process.,-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7E0D517697E59AE0633C071FCA5376
Project,2026-BMW-G70-01,2026-03-24,2026-03-26,21300315,2026-02-23,2026-04-17,Complete,MP,BMW,G70,1037871,Bead,Proper designated place has to made.,"Bead process, the wait for measurement parts has no dedicated place to put, operator use to store on the electric cabinet.",-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7E0D517697E59AE0633C071FCA5376
Project,2026-BMW-G70-01,2026-03-24,2026-03-26,21300315,2026-02-23,2026-04-17,Complete,MP,BMW,G70,1037871,Bead,"Leftover hanging wire, missing rubber guide, adjuster device.","Bead process, filler application. Several maintenance items was not done well.",-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7E0D517697E59AE0633C071FCA5376
Project,2026-BMW-G70-01,2026-03-24,2026-03-26,21300315,2026-02-23,2026-04-17,Complete,MP,BMW,G70,1037871,Inspection,Prohibit to use the specification instead of real product check.,"Initial tire inspection, In case of legal marking not recognised by AI Camera, the leagal marking has to enter manualy character by character.",-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7E0D517697E59AE0633C071FCA5376
Project,2026-BMW-G70-01,2026-03-24,2026-03-26,21300315,2026-02-23,2026-04-17,Complete,MP,BMW,G70,1037871,System,"Open electric boxes, machines under maintenance unfinished, logistics door, ETC… /Mindest change, management involvemnet need. F.e.: Gemba walk, LPA Audit/",Overall maintenance status of the plant,-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7E0D517697E59AE0633C071FCA5376
Project,2026-BMW-G70-01,2026-03-24,2026-03-26,21300315,2026-02-23,2026-04-17,Complete,MP,BMW,G70,1037871,Inspection,Prefer way to use real data setted on the machine.,"Tire Uniformity, no live date show the applicated tolerances, measuring parameters /Load &amp; Pressure/.",-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7E0D517697E59AE0633C071FCA5376
System,2026-Ford-01,2026-03-17,2026-03-17,21300315,2026-02-23,2026-04-17,Complete,MP,Ford,-,-,System,No issue,No issue,No issue,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4B7DFB2C4800E630E0633C071FCAD6AF
System,2026-FAW VW-01,2026-02-04,2026-02-04,81100032,2026-02-09,2026-02-10,Complete,CP,FAW VW,-,-,System,无碳排放管理人才证书,-,-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4A5A9C8B5E9F2922E0633C071FCAB3F7
System,2026-FAW VW-01,2026-02-04,2026-02-04,81100032,2026-02-09,2026-02-10,Complete,CP,FAW VW,-,-,System,CICES网站位上传碳排放数据,-,-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4A5A9C8B5E9F2922E0633C071FCAB3F7
System,2026-FAW VW-01,2026-02-04,2026-02-04,81100032,2026-02-09,2026-02-10,Complete,CP,FAW VW,-,-,Incoming,供应商碳排放管理需要使用中汽研评价体系,-,-,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4A5A9C8B5E9F2922E0633C071FCAB3F7
Project,MMV01 Capacity Audit,2026-02-04,2026-02-05,81705174,2026-02-09,2026-02-25,Complete,JP,Anhui VW,-,1036141,Incoming,原材料二楼仓库有积水,屋顶漏雨,临时措施：漏雨点未修复前禁止放置原材料。仓库发现漏雨点通报原动进行维修，仓库进行确认维修结果（预防措施：仓库漏雨点自我点检-&gt;通报原动U-&gt;制定整改方案）,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4A60518A11EB630EE0633C071FCADC6B
Project,MMV01 Capacity Audit,2026-02-04,2026-02-05,81705174,2026-02-09,2026-02-25,Complete,JP,Anhui VW,-,1036141,Mixing,密炼原料待使用存放区，温湿度监控点不能全部覆盖,温湿度监控点未覆盖整个原料区域 （现在有1个靠门位置监控点，靠内部区域无监控）,1.药品区域内部增加温湿度监控点1个 2.温湿度监控点增加 2个（可覆盖全区域） 3.26年3月31日完成,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4A60518A11EB630EE0633C071FCADC6B
Project,MMV01 Capacity Audit,2026-02-04,2026-02-05,81705174,2026-02-09,2026-02-25,Complete,JP,Anhui VW,-,1036141,Mixing,"A1009密炼机使用原料AAE111A,标识牌为E111A 不明确",Code:E111是公司内部共知的简写方式，主要用于原料目视标识作业使用。,对密炼车间原材料标识牌对照原料code进行全部更换（原料胶涉及），已扩散实施完成。,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4A60518A11EB630EE0633C071FCADC6B
Project,MMV01 Capacity Audit,2026-02-04,2026-02-05,81705174,2026-02-09,2026-02-25,Complete,JP,Anhui VW,-,1036141,Calendaring,B66橡胶灰尘较多,B3001先入先出与B3002方向不同导致先入先出出现异常造成表面灰层积累。,1.（表面灰清扫完成）     B66存放位置优化 2.橡胶搬运先入先出位置进行优化，已经完成,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4A60518A11EB630EE0633C071FCADC6B
Project,MMV01 Capacity Audit,2026-02-04,2026-02-05,81705174,2026-02-09,2026-02-25,Complete,JP,Anhui VW,-,1036141,Calendaring,D3001旁边施工，对材料是否影响,单层的遮挡布遮挡，内部施工工人员频繁需要进出,后续施工进出门设置朝外，内部正对生产设备侧进出门口密闭封掉（关联影响杜绝）,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4A60518A11EB630EE0633C071FCADC6B
Project,MMV01 Capacity Audit,2026-02-04,2026-02-05,81705174,2026-02-09,2026-02-25,Complete,JP,Anhui VW,-,1036141,Inspection,外观判定台 光照度是否足够？,光照满足标准,1.外观判定台光线满足判定要求，有专用校准     设备标准：750Lx以上;实测：1038Lx 2.校准台账1次/月实测记录,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4A60518A11EB630EE0633C071FCADC6B
System,2026-BMW-01,2026-02-25,2026-02-26,40005602,2026-01-16,2026-03-18,Complete,TP,BMW,-,-,Bead,BMW requirements: Mito ping max. within 20mm; review of naked bead inspection procedure to meet this requirement.,Naked Bead management and inspection,Upgrade Inspection standard / Digital Work Log,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=48773248686227E0E0633C071FCAD632
System,2026-BMW-01,2026-02-25,2026-02-26,40005602,2026-01-16,2026-03-18,Complete,TP,BMW,-,-,Curing,"During vision inspection, unrecognized characters are manually typed in by operators (including BMW ‘☆’ mark).",Manual Key in / Human error possibility,Error Proof for manual key in,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=48773248686227E0E0633C071FCAD632
System,2026-BMW-01,2026-02-25,2026-02-26,40005602,2026-01-16,2026-03-18,Complete,TP,BMW,-,-,System,[MRO] Currently managed manually on the floor (matching inventory list with actual items).,Manual key in,"Establish systemized management with automated racks, etc.",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=48773248686227E0E0633C071FCAD632
System,2026-BMW-01,2026-02-25,2026-02-26,40005602,2026-01-16,2026-03-18,Complete,TP,BMW,-,-,System,"[System] Mandatory use of WQRS (forced alerts at the start, middle, and end of product production, equipment stop, etc.).  Operators mark BMW-specific identification information on semi-finished or finished products (cart barcode, visual inspection screen, etc.).",-,Upgrade indentification information on management system,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=48773248686227E0E0633C071FCAD632
Project,2026-Ford-V801N-01,2026-01-22,2026-01-23,21000075,2026-01-13,2026-01-27,Complete,TP,Ford,V801N,2022188,System,PPAP schedule update,"Program changes (cancel V801, rename to V363)",NA OE Office will modify and discuss timing and volume with related Ford teams,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=483BD054B2EF80D9E0633C071FCAB7DB
Project,2026-Ford-V801N-01,2026-01-22,2026-01-23,21000075,2026-01-13,2026-01-27,Complete,TP,Ford,V801N,2022188,System,Complete Phase 1 documents,Occurs after Phase 0 run at rate,A.OE Quality Team will compile the necessary data and submit to NA OE Office.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=483BD054B2EF80D9E0633C071FCAB7DB
Project,2026 Anhui VW MMV01 2TP Audit,2026-01-21,2026-01-23,81705174,2026-01-12,2026-01-27,Complete,JP,Anhui VW,-,1036141,Mixing,密炼药品废弃流程不清晰，台账记录不充分,管理流程只要求废弃处理，管理不足,管理流程完善，发生时台账及时记录,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4828BEF81832FA3EE0633C071FCA3E86
Project,2026 Anhui VW MMV01 2TP Audit,2026-01-21,2026-01-23,81705174,2026-01-12,2026-01-27,Complete,JP,Anhui VW,-,1036141,Mixing,A1011 快胶传送带 表面有杂胶，边部缝隙有碎胶,未及时清扫,规格交替时及时清扫，LOT/次,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4828BEF81832FA3EE0633C071FCA3E86
Project,2026 Anhui VW MMV01 2TP Audit,2026-01-21,2026-01-23,81705174,2026-01-12,2026-01-27,Complete,JP,Anhui VW,-,1036141,Curing,硫化机K3201 GT抱臂辊 保护塑料缺失,抱臂辊故障拆下未及时安装,缺失机台安装，备品已经定制,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4828BEF81832FA3EE0633C071FCA3E86
Project,2026 Anhui VW MMV01 2TP Audit,2026-01-21,2026-01-23,81705174,2026-01-12,2026-01-27,Complete,JP,Anhui VW,-,1036141,Inspection,CON值按照OTS给定的重新计算,优化事项,优化事项,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4828BEF81832FA3EE0633C071FCA3E86
Project,2026 Anhui VW MMV01 2TP Audit,2026-01-21,2026-01-23,81705174,2026-01-12,2026-01-27,Complete,JP,Anhui VW,-,1036141,Inspection,RR检测结果较好，要维持住。后续趋势管理异常时及时指定措施。RR检测机对标 标准没有展示全。,优化事项,优化事项,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4828BEF81832FA3EE0633C071FCA3E86
Project,2026 Anhui VW MMV01 2TP Audit,2026-01-21,2026-01-23,81705174,2026-01-12,2026-01-27,Complete,JP,Anhui VW,-,1036141,Curing,产能计算时故障时间要计算在内（成型机和硫化机故障信息）,优化事项,优化事项,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4828BEF81832FA3EE0633C071FCA3E86
Project,2026 Anhui VW MMV01 2TP Audit,2026-01-21,2026-01-23,81705174,2026-01-12,2026-01-27,Complete,JP,Anhui VW,-,1036141,Building,GT 接头开裂有内部标准，大众审核员认可。后续内部在进行管理,优化事项,优化事项,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4828BEF81832FA3EE0633C071FCA3E86
Project,2026 Anhui VW MMV01 2TP Audit,2026-01-21,2026-01-23,81705174,2026-01-12,2026-01-27,Complete,JP,Anhui VW,-,1036141,Design,大众后续项目有静音绵计划，本次对FOAM进行了参观有了初步印象，后续在进行交流。,优化事项,优化事项,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=4828BEF81832FA3EE0633C071FCA3E86
Project,2025-BYD-SR-01,2025-11-04,2025-11-04,81705308,2025-12-17,2026-01-26,On-going,JP,BYD,SR,1034792,Test,管理评审输入策划不完善 查质量手册有策划管理评审输入“通过风险分析识别的潜在使用现场失效”，实际查《经营者审查规定》，标准代码:QAS-L43B-03-00，却无此输入要求，管理评审输入策划不完善，再查管理评审报告，实际有此输出内容，只是文件策划不完善,“通过风险分析识别的潜在使用现场失效”包含在4作业流程输入中，未更新4.1的管理评审流程，未对细部内容进行确认,1.对于4 作业流程 输入全部按照标准的语言重新梳理一遍 2.对于 4.1 管理评审流程，细部评审的内容删除，参照4即可,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=462290C06B751002E0633C071FCA3C37
Project,2025-BYD-SR-01,2025-11-04,2025-11-04,81705308,2025-12-17,2026-01-26,On-going,JP,BYD,SR,1034792,Test,内部质量审核规定策划不完善 查《内部质量审核规定》，标准代码:QAS-L43B-02-02中未明确审核员必备能力等级要求，如体系审核员体系标准知识要达到2等级，五大工具要达到1等级，而实际查内审员素质矩阵表却有这些要求，两者不一致，文件策划不完善,审核员能力满足矩阵图在日常中不断更新，但因在矩阵图中未作出提示而遗忘更新程序文件,在 审核员能力满足矩阵图 封面中备注，一旦有样式等变更发生时，需要立即更新《内部质量审核规定》,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=462290C06B751002E0633C071FCA3C37
