DOC_NO,PLANT,PURPOSE,SUBJECT,STATUS,PROGRESS,REQUESTER,REG_DATE,COMP_DATE,URL,CHANGE_ITEM,CHANGE_CONTENT,MTL
MANA-DOC-2026-00071,KP,Improve Quality,"265/70R17T RF12 K (1034807) KMC TK BS.12 마진 확보 요청(1,2 Belt Step 10 → 15mm)",Waiting for Reception,On-going,21500066,2026-03-25,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00071,Belt/JLB Width,2벨트 폭 210 → 205mm 변경,1
MANA-DOC-2026-00069,DP,Improve Quality,"CTL 최적화 검토_225/75R17.5 AH35(DH35 함께 검토 완, DP)품질관리팀 요청)",Complete,Complete,21600019,2026-03-23,2026-03-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00069,C/C,CTL 합격률 관련 1TUH.H 최적화 위한 C/C 폭 +5mm 및 이에 따른 S-C/F Set 위치 변경(+3mm),1
MANA-DOC-2026-00070,null,Prevent nonconformity,"JP Variable Sub Tread 1st Specs (29 specs, excluding the 4 pre-applied specs)",Complete,Complete,21604680,2026-03-23,2026-03-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00070,etc,JP Variable Sub Tread 1st Specs (33 Specs),1
MANA-DOC-2026-00070,JP,Prevent nonconformity,"JP Variable Sub Tread 1st Specs (29 specs, excluding the 4 pre-applied specs)",Complete,Complete,21604680,2026-03-23,2026-03-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00070,etc,JP Variable Sub Tread 1st Specs (33 Specs),28
MANA-DOC-2026-00067,null,Prevent nonconformity,"Groove crack 개선을 위한 JP OE규격 JLB S-Winding 적용 (OE 120규격, 첨부파일 참조)",Saved,On-going,21200076,2026-03-19,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00067,etc,JLB S-Winding,0
MANA-DOC-2026-00068,null,Prevent nonconformity,JP OE규격 S-Winding 대상규격 (120규격),Complete,Complete,21200076,2026-03-19,2026-03-20,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00068,etc,JLB S-Winding 적용,1
MANA-DOC-2026-00068,JP,Prevent nonconformity,JP OE규격 S-Winding 대상규격 (120규격),Complete,Complete,21200076,2026-03-19,2026-03-20,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00068,etc,JLB S-Winding 적용,119
MANA-DOC-2026-00066,CP,Improve Productivity,CP)VW A-SUVe 1025713 235/50R20T K127E 58DJ→63KF 硫化方式变更 硫化生产性向上（生产性效果2333本/年）,Reject(Final Approval),Complete,81703346,2026-03-18,2026-03-20,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00066,Curing,58DJ892→63KF772,1
MANA-DOC-2026-00065,null,Improve Productivity,GMK Trax 규격 KP 내 공장 이관 요청,Saved,On-going,21600124,2026-03-17,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00065,etc,"2공장에서 1공장 혹은 3공장으로 이관 시 생산, 검사 제약 항목 검토 요청 (1026754)",0
MANA-DOC-2026-00064,DP,Improve Quality,Light 부적합 개선을 위한 진공 Spec 적용_Honda Accord,Complete,Complete,21604358,2026-03-13,2026-04-28,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00064,etc,Vacuum : N → Y,1
MANA-DOC-2026-00062,JP,Prevent nonconformity,"JP JLB S-Winding, Variable Sub Tread (Pre-applied 4 specs)",Complete,Complete,21604680,2026-03-12,2026-03-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00062,Profile,"Sub Tread Ga 1.0 → 1.0 / 0.6, 1.5 → 1.5 / 0.6",4
MANA-DOC-2026-00062,JP,Prevent nonconformity,"JP JLB S-Winding, Variable Sub Tread (Pre-applied 4 specs)",Complete,Complete,21604680,2026-03-12,2026-03-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00062,etc,"JF505 → JF505B, JF50505 → JF50505B ",4
MANA-DOC-2026-00053,MP,Cost Optimization,OE Cure Code Change (58IJ→60KF)_1030043_HL295/35ZR21(Y) XL,Waiting for Reception,On-going,71608629,2026-03-10,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00053,Curing,OE Cure Code Change (58IJ→60KF)_1030046_HL295/35ZR21(Y) XL,1
MANA-DOC-2026-00050,MP,Cost Optimization,Cure code change (58DJ→60KF)_1035240_215/40R18Y XL,Waiting for Reception,On-going,71608629,2026-03-10,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00050,Curing,Cure code change (58DJ→60KF),1
MANA-DOC-2026-00052,MP,Cost Optimization,OE Cure Code Change (63DH→63KF)_1024769_235/60R18T,Waiting for Reception,On-going,71608629,2026-03-10,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00052,Curing,OE Cure Code Change (63DH→63KF)_1024769_235/60R18T,1
MANA-DOC-2026-00054,MP,Cost Optimization,OE Cure Code Change (63DH→63KF)_1028066_205/55R17W XL,Reject(Final Approval),Complete,71608629,2026-03-10,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00054,Curing,OE Cure Code Change (63DH→63KF)_1028066_205/55R17W XL,1
MANA-DOC-2026-00056,MP,Cost Optimization,OE Cure Code Change_(63DH→63KF)_1027582_295/45ZR20(Y) XL,Reject(Final Approval),Complete,71608629,2026-03-10,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00056,Curing,OE Cure Code Change_(63DH→63KF)_1027582_295/45ZR20(Y) XL,1
MANA-DOC-2026-00055,MP,Cost Optimization,OE Cure Code Change (63DH→63KF)_1027581_255/55R20(Y) XL,Reject(Final Approval),Complete,71608629,2026-03-10,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00055,Curing,OE Cure Code Change (63DH→63KF)_1027581_255/55R20(Y) XL,1
MANA-DOC-2026-00058,MP,Cost Optimization,OE Cure Code Change (63DH→63KF)_265/55R19Y XL_1021315,Complete,Complete,71608629,2026-03-10,2026-04-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00058,Curing,OE Cure Code Change (63DH→63KF)_265/55R19Y XL_1021315,1
MANA-DOC-2026-00049,JP,Improve Productivity,"JP）光束 J05 1028651 硫化方式变更 生产性向上(生产性效果约 4,478本/年)",Under Verification,On-going,81703216,2026-03-10,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00049,Curing,硫化方式：58DJ1013→60KF863,1
MANA-DOC-2026-00059,MP,Cost Optimization,OE Cure Code Change (60DH→60KF)_235/55R20Y XL_1025004,Reject(Final Approval),Complete,71608629,2026-03-10,2026-04-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00059,Curing,OE Cure Code Change (60DH→60KF)_235/55R20Y XL_1025004,1
MANA-DOC-2026-00057,MP,Cost Optimization,OE Cure Code Change (63DH→63KF)_245/40R21Y XL_1032085,Reject(Final Approval),Complete,71608629,2026-03-10,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00057,Curing,OE Cure Code Change (63DH→63KF)_245/40R21Y XL_1032085,1
MANA-DOC-2026-00051,MP,Cost Optimization,OE Cure code change (63DH→63KF)_1034697_195/55R16H,Waiting for Reception,On-going,71608629,2026-03-10,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00051,Curing,OE Cure code change (63DH→63KF)_1034697_195/55R16H,1
MANA-DOC-2026-00060,MP,Cost Optimization,OE Cure Code Change (60DH→60KF)_285/45R20Y XL_1025005,Reject(Final Approval),Complete,71608629,2026-03-10,2026-04-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00060,Curing,OE Cure Code Change (60DH→60KF)_285/45R20Y XL_1025005,1
MANA-DOC-2026-00048,DP,Improve Quality,CTL 최적화 검토_DP)품질관리팀 요청,Complete,Complete,21600019,2026-03-09,2026-03-10,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00048,C/C,CTL 합격률 관련 1TUH.H 최적화 위한 C/C 폭 + 5mm 및 이에 따른 S-C/F Set 위치 변경,1
MANA-DOC-2026-00047,null,Cost Optimization,HP TBR #2nd I/L Ga. Optimization,Under Verification,On-going,21601364,2026-03-04,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00047,I/L,HP #2nd I/L Ga. 0.2mm Down (11R24.5 16PR AH37 0.3mm Down),1
MANA-DOC-2026-00046,KP,Prevent nonconformity,"215/50R19H XL IH01 X(KT1032967, EV3) LS 부적합율 감소를 위한 개선 평가",Under Verification,On-going,21500066,2026-03-04,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00046,Profile,중량 유지를 위한 구간별 Ga' 0.1mm Down,1
MANA-DOC-2026-00046,KP,Prevent nonconformity,"215/50R19H XL IH01 X(KT1032967, EV3) LS 부적합율 감소를 위한 개선 평가",Under Verification,On-going,21500066,2026-03-04,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00046,Profile,LS 개선을 위한 구간 Ga' 상향,1
MANA-DOC-2026-00047,HP,Cost Optimization,HP TBR #2nd I/L Ga. Optimization,Under Verification,On-going,21601364,2026-03-04,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00047,I/L,HP #2nd I/L Ga. 0.2mm Down (11R24.5 16PR AH37 0.3mm Down),4
MANA-DOC-2026-00047,CP,Cost Optimization,HP TBR #2nd I/L Ga. Optimization,Under Verification,On-going,21601364,2026-03-04,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00047,I/L,HP #2nd I/L Ga. 0.2mm Down (11R24.5 16PR AH37 0.3mm Down),2
MANA-DOC-2026-00045,DP,Improve Quality,[4M Change] KIA(RAY)_165/60R14H H318 LBH HK _R8H,Complete,Complete,21603090,2026-02-27,2026-02-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00045,Building Set,Belt Drum Circumference  : -10mm,1
MANA-DOC-2026-00043,MP,Cost Optimization,OE cure code change (VW) - 1027037,Complete,Complete,71607863,2026-02-26,2026-03-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00043,Curing,null,1
MANA-DOC-2026-00044,MP,Cost Optimization,OE cure code change (Benz) - 1022896,Complete,Complete,71607863,2026-02-26,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00044,Curing,Cure code change from DH to KF,1
MANA-DOC-2026-00042,MP,Cost Optimization,OE cure code change (Ford) - 1032266,Reject(Final Approval),Complete,71607863,2026-02-26,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00042,Curing,Cure code change from DH to KF,1
MANA-DOC-2026-00040,MP,Cost Optimization,OE cure code change,Reject(Final Approval),Complete,71607863,2026-02-25,2026-03-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00040,Curing,Cure code change from DH to KF,1
MANA-DOC-2026-00041,MP,Cost Optimization,OE cure code change (BMW) - 1028810,Complete,Complete,71607863,2026-02-25,2026-03-03,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00041,Curing,Cure code change from DH to KF,1
MANA-DOC-2026-00038,MP,Cost Optimization,OE cure code change (BMW) - 1027399,Complete,Complete,71607863,2026-02-24,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00038,Curing,Cure code change from DH to KF,1
MANA-DOC-2026-00039,MP,Cost Optimization,OE cure code change (BMW) - 1028817,Complete,Complete,71607863,2026-02-24,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00039,Curing,Cure code change from DH to KF,1
MANA-DOC-2026-00037,MP,Improve Quality,1032199 255/45R19V K137A EV AUS and BSH ncf prevent specification request,Reject(Final Approval),Complete,71607863,2026-02-23,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00037,Profile,Sidewall gauge modify,1
MANA-DOC-2026-00037,MP,Improve Quality,1032199 255/45R19V K137A EV AUS and BSH ncf prevent specification request,Reject(Final Approval),Complete,71607863,2026-02-23,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00037,Profile,Tread gauge modify,1
MANA-DOC-2026-00037,MP,Improve Quality,1032199 255/45R19V K137A EV AUS and BSH ncf prevent specification request,Reject(Final Approval),Complete,71607863,2026-02-23,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00037,Building Set,Pre-Assembly width modify,1
MANA-DOC-2026-00037,MP,Improve Quality,1032199 255/45R19V K137A EV AUS and BSH ncf prevent specification request,Reject(Final Approval),Complete,71607863,2026-02-23,2026-04-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00037,Building Set,BSD width modify,1
MANA-DOC-2026-00035,KP,The others,"235/55R18H XL IH01 (1035616, 1038878)",Complete,Complete,21604756,2026-02-16,2026-02-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00035,etc,1035616 : 기존의 S03 스펙을 S01 스펙으로 환원,2
MANA-DOC-2026-00026,TP,Improve Quality,TP _ 1025718-215/60R17H H436 Improvement for BKB,Waiting for Reception,On-going,21100393,2026-02-16,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00026,Profile,Increase of RC Volume,1
MANA-DOC-2026-00035,KP,The others,"235/55R18H XL IH01 (1035616, 1038878)",Complete,Complete,21604756,2026-02-16,2026-02-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00035,etc,1038878 : 1035616의 S01 스펙으로 환원,2
MANA-DOC-2026-00034,TP,Improve Productivity,CR-V Sidewall Compound Change _ S22 -> S24 ,Waiting for Reception,On-going,21100393,2026-02-16,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00034,Compound,S22 -> S24 ,1
MANA-DOC-2026-00032,TP,Prevent nonconformity,"Nissan Pathfinder 20"" Phase 2 Transper",Waiting for Reception,On-going,21100393,2026-02-16,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00032,etc,phase 1 -> phase 2 transfer,1
MANA-DOC-2026-00031,TP,Improve Productivity,Nissan Rouge _ 235/60R18H RA33 Phase 2 Transfer,Waiting for Reception,On-going,21100393,2026-02-16,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00031,etc,phase 1 -> phase 2 transfer,1
MANA-DOC-2026-00027,null,Improve Productivity,FORD Econoline _ Wrapping Width Change (25mm → 20mm),Saved,On-going,21100393,2026-02-16,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00027,etc,Bead Wrapping Width Change _ 25mm -> 20mm,0
MANA-DOC-2026-00033,TP,Prevent nonconformity,"Nissan Pathfinder 18"" _ phase 2 transfer",Waiting for Reception,On-going,21100393,2026-02-16,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00033,etc,phase 1 -> phase 2 ,1
MANA-DOC-2026-00030,TP,Improve Productivity,"Honda _ HR-V 18"" Transfer _ phase 1 -> phase 2 ",Waiting for Reception,On-going,21100393,2026-02-16,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00030,etc,phase 1 -> phase 2 transfer,1
MANA-DOC-2026-00029,TP,Improve Productivity,Toyota Camry Transfer _ Phase 1 → Phase 2 ,Complete,Complete,21100393,2026-02-16,2026-05-08,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00029,etc,테네시공장내 1공장 -> 2공장 이관 ,1
MANA-DOC-2026-00028,TP,Improve Productivity,Ford Econoline Wrapping Width change _ 25mm → 20mm,Waiting for Reception,On-going,21100393,2026-02-16,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00028,etc,Bead Wrapping width _ 25mm → 20mm,1
MANA-DOC-2026-00025,KP,Improve Quality,KP TBR - 245/70R19.5 18 AH35(3003818) STW 품질 이슈 개선 S/W 폭 변경 승인 요청,Complete,Complete,21600406,2026-02-09,2026-04-21,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00025,Profile,S/W 폭 -5mm(중량 -0.13%),1
MANA-DOC-2026-00024,JP,Improve Productivity,"JP）VW Tayron 1027058 硫化方式变更 生产性向上(生产性效果约 4,895本/年)",Complete,Complete,81703216,2026-02-06,2026-02-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00024,Curing,硫化方式：68DH783→68KF753,1
MANA-DOC-2026-00023,JP,Improve Productivity,JP）VW Arona 1021895高温化检讨 硫化生产性向上(生产性效果约 578本/年),Complete,Complete,81703216,2026-02-06,2026-02-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00023,Curing,硫化方式：68AH646→78MP616,1
MANA-DOC-2026-00022,JP,Improve Productivity,Jp) LeapMotor C11  1035082  硫化Code 68AH→78MP变更,Complete,Complete,81301968,2026-02-05,2026-02-10,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00022,Curing,硫化低温→高温：68AH→78MP,1
MANA-DOC-2026-00019,IP,Improve Productivity,IP) [OE Mitsubishi] Curing Time Spec Change for Productivity Improvement,Reject(Request),Complete,61601017,2026-02-04,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00019,Curing,"OE Mitsubishi X-Pander (63DH 830 --> 63KF 710) , OE Mitsubishi X-Force (63DH 862 --> 63KF 742)",2
MANA-DOC-2026-00020,IP,Improve Productivity,IP) [OE Nissan Sentra] Cure Time Spec Change for Productivity Improvement,Reject(Request),Complete,61601017,2026-02-04,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00020,Curing,OE Nissan Sentra Curing Time Spec Change for Productivity Improvement (58DJ 960 --> 60KF 810),1
MANA-DOC-2026-00017,null,Improve Quality,"KP TBR - 315/80R22.5 20 AH31(3002060), AH51(3003835) STW 품질 이슈 개선 S/W 폭 변경 승인 요청",Under Verification,On-going,21600406,2026-02-02,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00017,Profile,S/W 폭 -5mm(중량 -0.05%),1
MANA-DOC-2026-00017,KP,Improve Quality,"KP TBR - 315/80R22.5 20 AH31(3002060), AH51(3003835) STW 품질 이슈 개선 S/W 폭 변경 승인 요청",Under Verification,On-going,21600406,2026-02-02,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00017,Profile,S/W 폭 -5mm(중량 -0.05%),1
MANA-DOC-2026-00016,DP,Improve Quality,TBR L/H Wet&Chip-Cut 향상 T09X 컴파운드 변경 요청(T09→T09X(T30)),Complete,Complete,21601606,2026-01-30,2026-02-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00016,Compound,1. 변경 내용 : TBR Tread Compound T09→T09X  2. 대상 규격 : DP T09 적용 OE 규격 (4규격),4
MANA-DOC-2026-00015,KP,Improve Quality,"KP TBR - 315/80R22.5 20 AH31(3002060), AH51(3003835) STW 품질 이슈 개선 S/W 폭 변경 승인 요청",Reject(Final Approval),Complete,21600406,2026-01-29,2026-02-02,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00015,Profile,S/W 폭 -5mm(중량 -0.05%),1
MANA-DOC-2026-00015,null,Improve Quality,"KP TBR - 315/80R22.5 20 AH31(3002060), AH51(3003835) STW 품질 이슈 개선 S/W 폭 변경 승인 요청",Reject(Final Approval),Complete,21600406,2026-01-29,2026-02-02,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00015,Profile,S/W 폭 -5mm(중량 -0.05%),1
MANA-DOC-2026-00013,TP,Improve Productivity,TP Curing code optimization to improve Productivity_1024990 (63DH → 63KF),Waiting for Reception,On-going,21100340,2026-01-28,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2026-00013,Curing,63DH → 63KF,1
